event_id,ticker,event_date,fnspid_checked,fnspid_hit_pre_7d,fnspid_hit_day0,fnspid_hit_post_1d,fnspid_hit_post_3d,fnspid_hit_post_7d,fnspid_total_hits_window,fnspid_unique_publishers_window,fnspid_primary_article_count,fnspid_secondary_article_count,fnspid_hit_sources,fnspid_sample_titles_redacted_or_short,fnspid_status,fnspid_error_category
796,GOOGL,2024-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
797,AMZN,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
798,AMZN,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
799,DIS,2022-11-17,True,48,8,15,22,72,120,0,120,0,primary_only,k:25d275634f | k:6a75a4c14f | k:17fd3c9571 | k:f9277ceb34 | k:422c2b3e71,success,
800,AAPL,2024-06-07,True,0,0,0,0,0,0,0,0,0,none,,success,
801,GOOGL,2024-06-07,True,0,0,0,0,0,0,0,0,0,none,,success,
802,AMZN,2024-02-13,True,0,0,0,0,0,0,0,0,0,none,,success,
803,AMD,2025-11-12,True,0,0,0,0,0,0,0,0,0,none,,success,
804,NVDA,2025-12-17,True,0,0,0,0,0,0,0,0,0,none,,success,
805,NFLX,2022-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
806,UBER,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
807,PYPL,2025-11-30,True,0,0,0,0,0,0,0,0,0,none,,success,
808,PYPL,2026-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
809,AMZN,2024-02-07,True,0,0,0,0,0,0,0,0,0,none,,success,
810,AMZN,2026-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
811,PYPL,2025-12-28,True,0,0,0,0,0,0,0,0,0,none,,success,
812,NVDA,2026-01-03,True,0,0,0,0,0,0,0,0,0,none,,success,
813,AMZN,2026-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
814,PYPL,2024-04-29,True,0,0,0,0,0,0,0,0,0,none,,success,
815,AMD,2024-04-29,True,0,0,0,0,0,0,0,0,0,none,,success,
816,AMZN,2025-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
817,AMZN,2025-04-16,True,0,0,0,0,0,0,0,0,0,none,,success,
818,TSLA,2025-03-19,True,0,0,0,0,0,0,0,0,0,none,,success,
819,AMZN,2025-03-19,True,0,0,0,0,0,0,0,0,0,none,,success,
820,NVDA,2024-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
821,NVDA,2024-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
822,AMZN,2025-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
823,TSLA,2025-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
824,TSLA,2025-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
825,GOOGL,2025-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
826,UBER,2026-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
827,UBER,2026-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
828,MSFT,2024-03-27,True,0,0,0,0,0,0,0,0,0,none,,success,
829,AMZN,2024-03-27,True,0,0,0,0,0,0,0,0,0,none,,success,
830,GOOGL,2024-03-27,True,0,0,0,0,0,0,0,0,0,none,,success,
831,NVDA,2024-03-27,True,0,0,0,0,0,0,0,0,0,none,,success,
832,META,2026-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
833,NVDA,2026-01-29,True,0,0,0,0,0,0,0,0,0,none,,success,
834,GOOGL,2024-04-25,True,0,0,0,0,0,0,0,0,0,none,,success,
835,GOOGL,2024-04-25,True,0,0,0,0,0,0,0,0,0,none,,success,
836,GOOGL,2026-02-04,True,0,0,0,0,0,0,0,0,0,none,,success,
837,NVDA,2025-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
838,GOOGL,2025-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
839,AMZN,2025-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
840,SOFI,2025-06-11,True,0,0,0,0,0,0,0,0,0,none,,success,
841,SOFI,2025-06-11,True,0,0,0,0,0,0,0,0,0,none,,success,
842,NVDA,2024-12-14,True,0,0,0,0,0,0,0,0,0,none,,success,
843,GOOGL,2024-12-14,True,0,0,0,0,0,0,0,0,0,none,,success,
844,MSFT,2024-12-14,True,0,0,0,0,0,0,0,0,0,none,,success,
845,AAPL,2024-05-16,True,0,0,0,0,0,0,0,0,0,none,,success,
846,AAPL,2024-05-16,True,0,0,0,0,0,0,0,0,0,none,,success,
847,AMZN,2024-11-29,True,0,0,0,0,0,0,0,0,0,none,,success,
848,TSLA,2024-11-29,True,0,0,0,0,0,0,0,0,0,none,,success,
849,AAPL,2024-11-29,True,0,0,0,0,0,0,0,0,0,none,,success,
850,MSFT,2024-11-29,True,0,0,0,0,0,0,0,0,0,none,,success,
851,AMD,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
852,TSLA,2026-01-29,True,0,0,0,0,0,0,0,0,0,none,,success,
853,TSLA,2026-01-29,True,0,0,0,0,0,0,0,0,0,none,,success,
854,AMZN,2026-01-29,True,0,0,0,0,0,0,0,0,0,none,,success,
855,MSFT,2026-01-29,True,0,0,0,0,0,0,0,0,0,none,,success,
856,SOFI,2026-01-04,True,0,0,0,0,0,0,0,0,0,none,,success,
857,GOOGL,2025-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
858,META,2026-04-27,True,0,0,0,0,0,0,0,0,0,none,,success,
859,META,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
860,META,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
861,GOOGL,2022-11-30,True,0,0,0,0,0,0,0,0,0,none,,success,
862,PYPL,2026-02-15,True,0,0,0,0,0,0,0,0,0,none,,success,
863,AMZN,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
864,AMZN,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
865,GOOGL,2024-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
866,NVDA,2026-02-25,True,0,0,0,0,0,0,0,0,0,none,,success,
867,PYPL,2026-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
868,NVDA,2025-12-31,True,0,0,0,0,0,0,0,0,0,none,,success,
869,NVDA,2025-12-31,True,0,0,0,0,0,0,0,0,0,none,,success,
870,AMD,2025-12-31,True,0,0,0,0,0,0,0,0,0,none,,success,
871,TSLA,2025-01-18,True,0,0,0,0,0,0,0,0,0,none,,success,
872,AAPL,2025-01-18,True,0,0,0,0,0,0,0,0,0,none,,success,
873,MSFT,2025-01-18,True,0,0,0,0,0,0,0,0,0,none,,success,
874,NVDA,2026-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
875,AMD,2026-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
876,MSFT,2024-12-27,True,0,0,0,0,0,0,0,0,0,none,,success,
877,MSFT,2024-12-27,True,0,0,0,0,0,0,0,0,0,none,,success,
878,NFLX,2024-12-27,True,0,0,0,0,0,0,0,0,0,none,,success,
879,TSLA,2025-01-03,True,0,0,0,0,0,0,0,0,0,none,,success,
880,NFLX,2025-01-03,True,0,0,0,0,0,0,0,0,0,none,,success,
881,NFLX,2026-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
882,NFLX,2026-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
883,MSFT,2026-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
884,AMZN,2026-01-12,True,0,0,0,0,0,0,0,0,0,none,,success,
885,AAPL,2024-12-06,True,0,0,0,0,0,0,0,0,0,none,,success,
886,GOOGL,2024-12-06,True,0,0,0,0,0,0,0,0,0,none,,success,
887,TSLA,2024-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
888,MSFT,2024-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
889,GOOGL,2024-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
890,GOOGL,2024-04-22,True,0,0,0,0,0,0,0,0,0,none,,success,
891,AMZN,2025-05-14,True,0,0,0,0,0,0,0,0,0,none,,success,
892,TSLA,2024-11-09,True,0,0,0,0,0,0,0,0,0,none,,success,
893,AMZN,2024-11-09,True,0,0,0,0,0,0,0,0,0,none,,success,
894,MSFT,2024-11-09,True,0,0,0,0,0,0,0,0,0,none,,success,
895,NFLX,2024-11-09,True,0,0,0,0,0,0,0,0,0,none,,success,
896,UBER,2025-12-17,True,0,0,0,0,0,0,0,0,0,none,,success,
897,PYPL,2025-12-17,True,0,0,0,0,0,0,0,0,0,none,,success,
898,META,2026-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
899,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
900,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
901,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
902,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
903,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
904,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
905,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
906,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
907,AAPL,2024-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
908,NFLX,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
909,NVDA,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
910,NVDA,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
911,NVDA,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
912,MSFT,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
913,GOOGL,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
914,AMZN,2024-12-20,True,0,0,0,0,0,0,0,0,0,none,,success,
915,AMD,2026-01-20,True,0,0,0,0,0,0,0,0,0,none,,success,
916,MSFT,2026-01-14,True,0,0,0,0,0,0,0,0,0,none,,success,
917,NFLX,2026-01-14,True,0,0,0,0,0,0,0,0,0,none,,success,
918,NVDA,2026-01-14,True,0,0,0,0,0,0,0,0,0,none,,success,
919,MSFT,2025-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
920,AAPL,2025-12-13,True,0,0,0,0,0,0,0,0,0,none,,success,
921,AMD,2026-04-28,True,0,0,0,0,0,0,0,0,0,none,,success,
922,AMD,2026-04-28,True,0,0,0,0,0,0,0,0,0,none,,success,
923,AMD,2026-04-28,True,0,0,0,0,0,0,0,0,0,none,,success,
924,DIS,2025-05-21,True,0,0,0,0,0,0,0,0,0,none,,success,
925,GOOGL,2025-09-17,True,0,0,0,0,0,0,0,0,0,none,,success,
926,GOOGL,2025-09-17,True,0,0,0,0,0,0,0,0,0,none,,success,
927,AAPL,2025-03-12,True,0,0,0,0,0,0,0,0,0,none,,success,
928,AAPL,2025-03-12,True,0,0,0,0,0,0,0,0,0,none,,success,
929,TSLA,2024-12-29,True,0,0,0,0,0,0,0,0,0,none,,success,
930,AAPL,2024-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
931,AMZN,2024-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
932,AMZN,2024-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
933,AMZN,2024-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
934,META,2026-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
935,AMZN,2026-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
936,GOOGL,2025-03-06,True,0,0,0,0,0,0,0,0,0,none,,success,
937,UBER,2025-03-06,True,0,0,0,0,0,0,0,0,0,none,,success,
938,UBER,2025-03-06,True,0,0,0,0,0,0,0,0,0,none,,success,
939,AMD,2025-03-06,True,0,0,0,0,0,0,0,0,0,none,,success,
940,GOOGL,2024-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
941,NVDA,2026-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
942,NVDA,2026-01-13,True,0,0,0,0,0,0,0,0,0,none,,success,
943,UBER,2026-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
944,NFLX,2026-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
945,AMZN,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
946,AAPL,2026-05-04,True,0,0,0,0,0,0,0,0,0,none,,success,
947,AAPL,2026-05-04,True,0,0,0,0,0,0,0,0,0,none,,success,
948,AMZN,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
949,GOOGL,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
950,NVDA,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
951,MSFT,2026-05-05,True,0,0,0,0,0,0,0,0,0,none,,success,
952,NFLX,2025-03-21,True,0,0,0,0,0,0,0,0,0,none,,success,
953,TSLA,2025-03-21,True,0,0,0,0,0,0,0,0,0,none,,success,
954,AMZN,2026-02-20,True,0,0,0,0,0,0,0,0,0,none,,success,
955,GOOGL,2026-03-31,True,0,0,0,0,0,0,0,0,0,none,,success,
956,MSFT,2024-09-25,True,0,0,0,0,0,0,0,0,0,none,,success,
957,MSFT,2024-09-25,True,0,0,0,0,0,0,0,0,0,none,,success,
958,UBER,2026-02-01,True,0,0,0,0,0,0,0,0,0,none,,success,
959,MSFT,2024-10-30,True,0,0,0,0,0,0,0,0,0,none,,success,
960,NFLX,2026-02-18,True,0,0,0,0,0,0,0,0,0,none,,success,
961,GOOGL,2025-12-23,True,0,0,0,0,0,0,0,0,0,none,,success,
962,GOOGL,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
963,GOOGL,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
964,AAPL,2025-11-20,True,0,0,0,0,0,0,0,0,0,none,,success,
965,GOOGL,2024-10-11,True,0,0,0,0,0,0,0,0,0,none,,success,
966,MSFT,2024-09-30,True,0,0,0,0,0,0,0,0,0,none,,success,
967,MSFT,2021-03-08,True,0,0,0,0,0,0,0,0,0,none,,success,
968,MSFT,2024-12-06,True,0,0,0,0,0,0,0,0,0,none,,success,
969,AAPL,2025-06-25,True,0,0,0,0,0,0,0,0,0,none,,success,
970,GOOGL,2025-06-25,True,0,0,0,0,0,0,0,0,0,none,,success,
971,GOOGL,2025-11-14,True,0,0,0,0,0,0,0,0,0,none,,success,
972,HOOD,2026-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
973,PYPL,2026-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
974,PYPL,2026-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
975,AMD,2026-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
976,PYPL,2025-07-29,True,0,0,0,0,0,0,0,0,0,none,,success,
977,AMD,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
978,AMD,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
979,NVDA,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
980,SOFI,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
981,AAPL,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
982,AAPL,2025-03-28,True,0,0,0,0,0,0,0,0,0,none,,success,
983,NVDA,2025-03-28,True,0,0,0,0,0,0,0,0,0,none,,success,
984,AMZN,2025-03-28,True,0,0,0,0,0,0,0,0,0,none,,success,
985,PYPL,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
986,PYPL,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
987,PYPL,2024-08-01,True,0,0,0,0,0,0,0,0,0,none,,success,
988,NVDA,2026-03-21,True,0,0,0,0,0,0,0,0,0,none,,success,
989,GOOGL,2026-01-09,True,0,0,0,0,0,0,0,0,0,none,,success,
990,GOOGL,2026-01-09,True,0,0,0,0,0,0,0,0,0,none,,success,
991,UBER,2026-01-09,True,0,0,0,0,0,0,0,0,0,none,,success,
992,AAPL,2026-01-09,True,0,0,0,0,0,0,0,0,0,none,,success,
993,TSLA,2024-11-05,True,0,0,0,0,0,0,0,0,0,none,,success,
994,TSLA,2024-11-05,True,0,0,0,0,0,0,0,0,0,none,,success,
995,GOOGL,2025-07-02,True,0,0,0,0,0,0,0,0,0,none,,success,
996,AMD,2025-07-09,True,0,0,0,0,0,0,0,0,0,none,,success,
997,GOOGL,2025-07-09,True,0,0,0,0,0,0,0,0,0,none,,success,
998,AAPL,2022-10-02,True,134,2,23,75,114,248,0,248,0,primary_only,k:058df12bb4 | k:e36a22d60b | k:a46ad7bcb3 | k:08d41039a7 | k:6b8fe3cbea,success,
999,AAPL,2022-10-02,True,134,2,23,75,114,248,0,248,0,primary_only,k:058df12bb4 | k:e36a22d60b | k:a46ad7bcb3 | k:08d41039a7 | k:6b8fe3cbea,success,
1000,AAPL,2022-10-02,True,134,2,23,75,114,248,0,248,0,primary_only,k:058df12bb4 | k:e36a22d60b | k:a46ad7bcb3 | k:08d41039a7 | k:6b8fe3cbea,success,
1001,AAPL,2022-10-02,True,134,2,23,75,114,248,0,248,0,primary_only,k:058df12bb4 | k:e36a22d60b | k:a46ad7bcb3 | k:08d41039a7 | k:6b8fe3cbea,success,
1002,UBER,2025-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
1003,NFLX,2025-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
1004,AMZN,2024-09-26,True,0,0,0,0,0,0,0,0,0,none,,success,
1005,NVDA,2026-02-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1006,NVDA,2025-03-07,True,0,0,0,0,0,0,0,0,0,none,,success,
1007,AMZN,2026-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1008,AMZN,2025-04-04,True,0,0,0,0,0,0,0,0,0,none,,success,
1009,TSLA,2026-01-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1010,AMZN,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1011,TSLA,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1012,GOOGL,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1013,GOOGL,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1014,AAPL,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1015,NVDA,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1016,NVDA,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1017,MSFT,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1018,MSFT,2025-02-28,True,0,0,0,0,0,0,0,0,0,none,,success,
1019,AAPL,2024-11-27,True,0,0,0,0,0,0,0,0,0,none,,success,
1020,AAPL,2024-11-27,True,0,0,0,0,0,0,0,0,0,none,,success,
1021,AMZN,2025-02-14,True,0,0,0,0,0,0,0,0,0,none,,success,
1022,GOOGL,2025-02-14,True,0,0,0,0,0,0,0,0,0,none,,success,
1023,TSLA,2025-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1024,MSFT,2026-02-25,True,0,0,0,0,0,0,0,0,0,none,,success,
1025,AMZN,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1026,TSLA,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1027,TSLA,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1028,TSLA,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1029,NFLX,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1030,MSFT,2025-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1031,GOOGL,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1032,GOOGL,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1033,GOOGL,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1034,NVDA,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1035,TSLA,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1036,TSLA,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1037,AMZN,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1038,MSFT,2025-02-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1039,GOOGL,2024-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1040,GOOGL,2024-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1041,GOOGL,2024-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1042,SOFI,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
1043,CRM,2025-08-13,True,0,0,0,0,0,0,0,0,0,none,,success,
1044,NVDA,2025-08-13,True,0,0,0,0,0,0,0,0,0,none,,success,
1045,AMZN,2024-10-31,True,0,0,0,0,0,0,0,0,0,none,,success,
1046,MSFT,2024-10-31,True,0,0,0,0,0,0,0,0,0,none,,success,
1047,AMZN,2025-02-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1048,AMZN,2025-02-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1049,NVDA,2026-02-18,True,0,0,0,0,0,0,0,0,0,none,,success,
1050,NVDA,2026-02-18,True,0,0,0,0,0,0,0,0,0,none,,success,
1051,META,2026-02-18,True,0,0,0,0,0,0,0,0,0,none,,success,
1052,DIS,2025-11-27,True,0,0,0,0,0,0,0,0,0,none,,success,
1053,AMZN,2026-03-18,True,0,0,0,0,0,0,0,0,0,none,,success,
1054,NFLX,2026-04-19,True,0,0,0,0,0,0,0,0,0,none,,success,
1055,AAPL,2025-12-26,True,0,0,0,0,0,0,0,0,0,none,,success,
1056,AMD,2026-04-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1057,NVDA,2026-04-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1058,NVDA,2026-03-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1059,SMCI,2026-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
1060,NVDA,2026-03-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1061,NVDA,2026-03-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1062,NVDA,2026-03-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1063,META,2026-03-14,True,0,0,0,0,0,0,0,0,0,none,,success,
1064,AMZN,2026-04-05,True,0,0,0,0,0,0,0,0,0,none,,success,
1065,NVDA,2026-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
1066,NVDA,2026-01-23,True,0,0,0,0,0,0,0,0,0,none,,success,
1067,AMZN,2026-03-04,True,0,0,0,0,0,0,0,0,0,none,,success,
1068,GOOGL,2025-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1069,META,2025-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1070,NFLX,2025-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1071,MSFT,2025-04-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1072,META,2026-01-02,True,0,0,0,0,0,0,0,0,0,none,,success,
1073,NVDA,2025-11-27,True,0,0,0,0,0,0,0,0,0,none,,success,
1074,AAPL,2023-06-26,True,78,20,41,88,165,243,0,243,0,primary_only,k:1cd33ca4ff | k:845b673772 | k:369be6c2cb | k:a34854663f | k:f13844de07,success,
1075,AMZN,2026-02-21,True,0,0,0,0,0,0,0,0,0,none,,success,
1076,NVDA,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1077,NVDA,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1078,NVDA,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1079,META,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1080,AMZN,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1081,AMZN,2026-04-17,True,0,0,0,0,0,0,0,0,0,none,,success,
1082,MSFT,2026-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
1083,GOOGL,2026-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
1084,GOOGL,2026-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
1085,GOOGL,2026-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
1086,AMZN,2026-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
1087,SOFI,2026-05-01,True,0,0,0,0,0,0,0,0,0,none,,success,
1088,SOFI,2026-05-01,True,0,0,0,0,0,0,0,0,0,none,,success,
1089,NVDA,2025-11-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1090,NVDA,2025-11-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1091,TSLA,2026-05-10,True,0,0,0,0,0,0,0,0,0,none,,success,
1092,UBER,2025-02-07,True,0,0,0,0,0,0,0,0,0,none,,success,
1093,AMZN,2026-03-15,True,0,0,0,0,0,0,0,0,0,none,,success,
1094,AMZN,2025-04-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1095,META,2025-04-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1096,NVDA,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
1097,MSFT,2025-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
1098,MSFT,2025-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
1099,MSFT,2025-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
1100,MSFT,2025-01-16,True,0,0,0,0,0,0,0,0,0,none,,success,
1101,TSLA,2026-04-24,True,0,0,0,0,0,0,0,0,0,none,,success,
1102,AMZN,2026-03-02,True,0,0,0,0,0,0,0,0,0,none,,success,
1103,MSFT,2026-04-21,True,0,0,0,0,0,0,0,0,0,none,,success,
1104,UBER,2026-03-12,True,0,0,0,0,0,0,0,0,0,none,,success,
1105,AMD,2025-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1106,AAPL,2025-08-08,True,0,0,0,0,0,0,0,0,0,none,,success,
1107,MSFT,2026-04-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1108,AMZN,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1109,AMZN,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1110,AMZN,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1111,SHOP,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1112,TSLA,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1113,TSLA,2025-04-23,True,0,0,0,0,0,0,0,0,0,none,,success,
1114,AMD,2026-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1115,AMD,2026-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1116,AMZN,2026-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1117,NFLX,2026-04-27,True,0,0,0,0,0,0,0,0,0,none,,success,
1118,AAPL,2026-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
1119,AMD,2026-03-10,True,0,0,0,0,0,0,0,0,0,none,,success,
1120,GOOGL,2026-05-06,True,0,0,0,0,0,0,0,0,0,none,,success,
1121,PYPL,2026-05-05,True,0,0,0,0,0,0,0,0,0,none,,success,
1122,SOFI,2026-05-11,True,0,0,0,0,0,0,0,0,0,none,,success,
1123,MSFT,2026-01-30,True,0,0,0,0,0,0,0,0,0,none,,success,
1124,UBER,2025-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1125,UBER,2025-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1126,AMZN,2025-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1127,AMZN,2025-05-22,True,0,0,0,0,0,0,0,0,0,none,,success,
1128,AMD,2026-03-03,True,0,0,0,0,0,0,0,0,0,none,,success,
1129,AMZN,2026-03-03,True,0,0,0,0,0,0,0,0,0,none,,success,
