queue_rank,video_id,title,channel_title,published_at,year,creator_type,current_transcript_status,previous_failure_status,priority_reason,recommended_batch
500,264ZJsADfQA,Binance Is F*cked,Sasha Yanshin,2022-12-16T17:41:28Z,2022,unknown,missing,,older_year:2022,batch_20
501,YmU91_PPcjA,Crypto Bros Are F*cked,Sasha Yanshin,2022-11-21T15:48:36Z,2022,unknown,missing,,older_year:2022,batch_21
502,ssAWFWHX3Co,The UK Economy Is Completely F*cked,Sasha Yanshin,2022-11-18T18:18:16Z,2022,unknown,missing,,older_year:2022,batch_21
503,mQeiXgXqpKc,What The Actual F*ck?,Sasha Yanshin,2022-11-16T18:34:31Z,2022,unknown,missing,,older_year:2022,batch_21
504,SRMqGCpRuk0,This Is So F*cking Bad,Sasha Yanshin,2022-11-11T17:19:34Z,2022,unknown,missing,,older_year:2022,batch_21
505,WEMJK55QQuI,This Is A F*cking Problem,Sasha Yanshin,2022-11-09T16:08:35Z,2022,unknown,missing,,older_year:2022,batch_21
506,22DWDtdya-g,The Employee Bubble of 2022 Is Finally Popping | Joseph Carlson Ep. 285,Joseph Carlson,2022-11-08T00:53:11Z,2022,unknown,missing,,older_year:2022,batch_21
507,FI8Ivw-sO58,Apple Just Revealed Their Secret Weapon | Joseph Carlson Ep. 183,Joseph Carlson,2022-10-28T19:23:52Z,2022,unknown,missing,,older_year:2022,batch_21
508,R6FedCuK2Jc,Cathie Wood Is Angry (Open Letter To The FED),Joseph Carlson,2022-10-10T21:39:00Z,2022,unknown,missing,,older_year:2022,batch_21
509,Xii9OcdRI3Y,Responding To Critics: How I Value My Companies | Joseph Carlson Ep. 276,Joseph Carlson,2022-10-03T23:05:48Z,2022,unknown,missing,,older_year:2022,batch_21
510,XoVvUgLCj-E,Jeremy Siegel Just Destroyed The Fed | Joseph Carlson Ep. 274,Joseph Carlson,2022-09-26T20:43:29Z,2022,unknown,missing,,older_year:2022,batch_21
511,to1frt5IKlo,The Problems With DeFi,The Plain Bagel,2022-03-18T16:00:26Z,2022,unknown,missing,,older_year:2022,batch_21
512,CPyiQTz3vYs,I believe a recession is near,Chicken Genius Singapore,2022-03-14T13:00:05Z,2022,unknown,missing,,older_year:2022,batch_21
513,Hppgd6jat3o,"The Financial Diet's Chelsea Fagan Talks Women & Finance, Cryptocurrencies, and Money Management",The Plain Bagel,2022-03-11T19:24:02Z,2022,unknown,missing,,older_year:2022,batch_21
514,TPqL29URB5Y,Recession Risk - My advice,Chicken Genius Singapore,2022-03-07T14:00:11Z,2022,unknown,missing,,older_year:2022,batch_21
515,qHXNprwTRA8,Turkey's Crazy Inflation Problem - What the Hell is Happening with the Lira?,The Plain Bagel,2022-03-04T17:00:29Z,2022,unknown,missing,,older_year:2022,batch_21
516,JXuQtEDniuI,Verdict after months of driving all Tesla Model S 3 X Y,Chicken Genius Singapore,2022-03-04T14:00:14Z,2022,unknown,missing,,older_year:2022,batch_21
517,GEbSH9ivuR8,"apologies, I got cocky on crypto | update on ETH, DFI, Nano etc...",Chicken Genius Singapore,2022-02-28T13:01:35Z,2022,unknown,missing,,older_year:2022,batch_21
518,Unups4Djzww,Responding to Meet Kevin calling me a Liar,Chicken Genius Singapore,2022-02-14T14:00:12Z,2022,unknown,missing,,older_year:2022,batch_21
519,49TYOX6Pf6I,Repos Explained (and Why The Fed Uses Them),The Plain Bagel,2022-02-04T17:00:03Z,2022,unknown,missing,,older_year:2022,batch_21
520,Qw1z9ZJaMFE,China's Regulatory Crackdown - What You Need to Know Before Investing in Chinese Stocks,The Plain Bagel,2021-08-27T16:00:31Z,2021,unknown,missing,,older_year:2021,batch_21
521,_yMjgrfbbOc,The China Manufacturing Collapse Just Started,Sasha Yanshin,2022-11-08T19:04:01Z,2022,unknown,missing,,older_year:2022,batch_21
522,Lh5yHIc4Hzw,Inflation Gets Ugly,Sasha Yanshin,2022-10-13T14:33:23Z,2022,unknown,missing,,older_year:2022,batch_21
523,toBSU-XsITc,Is Credit Suisse About To Collapse?,Sasha Yanshin,2022-10-03T18:01:32Z,2022,unknown,missing,,older_year:2022,batch_21
524,BphrGMgfTfM,The Dark Truth About The Porsche IPO,Sasha Yanshin,2022-09-29T13:30:34Z,2022,unknown,missing,,older_year:2022,batch_21
525,TQsDaI5fCR8,They Have No F*cking Idea,Sasha Yanshin,2022-09-28T17:15:30Z,2022,unknown,missing,,older_year:2022,batch_21
526,SkTXEZV7aJI,Why Is The Pound Crashing?,Sasha Yanshin,2022-09-27T16:51:57Z,2022,unknown,missing,,older_year:2022,batch_22
527,JgSVEhmigLk,I'm Excited About What Jerome Powell Just Said | Joseph Carlson Ep. 273,Joseph Carlson,2022-09-22T21:15:03Z,2022,unknown,missing,,older_year:2022,batch_22
528,tg5pH_otUI8,I Have Bad News...,Joseph Carlson,2022-09-19T19:06:35Z,2022,unknown,missing,,older_year:2022,batch_22
529,Kk9QzKR70L8,"Starbucks ""Reinvention"" Plan (My Reaction)  | Joseph Carlson Ep. 271",Joseph Carlson,2022-09-16T19:43:10Z,2022,unknown,missing,,older_year:2022,batch_22
530,-PB4kf0NtpQ,10 Epic Side Hustles - How To Make Money Online,Sasha Yanshin,2022-09-16T17:44:11Z,2022,unknown,missing,,older_year:2022,batch_22
531,-z75wvYRbI0,Trading 212 Opens Again - Should You Sign Up?,Sasha Yanshin,2022-09-06T18:09:32Z,2022,unknown,missing,,older_year:2022,batch_22
532,ZOuG6wbMYbE,The Global Energy Collapse Has Started,Sasha Yanshin,2022-09-05T15:25:59Z,2022,unknown,missing,,older_year:2022,batch_22
533,Dr3hnwjJPHw,China's ENTIRE Economy Is About To Collapse - URGENT WARNING,Sasha Yanshin,2022-08-31T18:16:39Z,2022,unknown,missing,,older_year:2022,batch_22
534,d1LmoLqvPz0,Starbucks Earnings (This Is Bad) | Joseph Carlson Ep. 261,Joseph Carlson,2022-08-02T23:28:12Z,2022,unknown,missing,,older_year:2022,batch_22
535,l_ZpQoWwX5E,"I Just Lost $50,000 (My Thoughts)",Joseph Carlson,2022-05-02T19:21:51Z,2022,unknown,missing,,older_year:2022,batch_22
536,ebi4LZQFYYY,only 3.1 inch wider 😂 | Tesla Model X vs Model Y / 3,Chicken Genius Singapore,2022-02-07T14:00:28Z,2022,unknown,missing,,older_year:2022,batch_22
537,SHIRx4KbX4I,"Tesla, when $10,000? 🚀",Chicken Genius Singapore,2022-01-31T14:00:09Z,2022,unknown,missing,,older_year:2022,batch_22
538,GjVn0p54b3U,"TESLA , why! 🤷‍♂️",Chicken Genius Singapore,2022-01-28T14:00:05Z,2022,unknown,missing,,older_year:2022,batch_22
539,drmWhu3FsFM,Why isn’t General Motors Bankcrupt,Chicken Genius Singapore,2022-01-21T14:00:30Z,2022,unknown,missing,,older_year:2022,batch_22
540,dnQTkOroS3c,Elon Musk will Quit Tesla eventually,Chicken Genius Singapore,2022-01-17T14:00:15Z,2022,unknown,missing,,older_year:2022,batch_22
541,ZT_tP55uwj0,Live Birthday Q&A Stream 2021,The Plain Bagel,2021-11-13T02:30:56Z,2021,unknown,missing,,older_year:2021,batch_22
542,P3oZOg9yRuY,Fractional Shares Explained - Everything You Need To Know About Sharing Shares,The Plain Bagel,2021-09-10T17:12:06Z,2021,unknown,missing,,older_year:2021,batch_22
543,t7_IUyPMsjA,The Contentious World of Inflation: Why People Don't Agree on It,The Plain Bagel,2021-07-30T16:00:34Z,2021,unknown,missing,,older_year:2021,batch_22
544,Hxo-6XEEOMg,Four Hidden Costs of Zero-Commission Brokers,The Plain Bagel,2021-07-16T16:00:09Z,2021,unknown,missing,,older_year:2021,batch_22
545,SO-75ggMtqg,Why I Sold Palantir,Sasha Yanshin,2022-08-11T11:35:50Z,2022,unknown,missing,,older_year:2022,batch_22
546,7_h72G5IcMo,"The Big Problem Hiding In  ""Good"" CPI Data",Sasha Yanshin,2022-08-10T15:09:14Z,2022,unknown,missing,,older_year:2022,batch_22
547,De53MtKxF7Y,The End Of Crypto Begins Today,Sasha Yanshin,2022-07-06T16:52:08Z,2022,unknown,missing,,older_year:2022,batch_22
548,1saHpsZyD8c,The Content Bubble Just Popped,Joseph Carlson,2022-04-27T19:40:58Z,2022,unknown,missing,,older_year:2022,batch_22
549,a0W3FiftVyM,Here's Why Elon Bought Twitter,Joseph Carlson,2022-04-05T17:59:55Z,2022,unknown,missing,,older_year:2022,batch_22
550,EhYuFMTLoJM,"Inflation Is Going Down, Here's Why",Joseph Carlson,2022-03-22T18:40:19Z,2022,unknown,missing,,older_year:2022,batch_22
551,Vqq5m8e9Xk0,The Amazing Business Strategy Of AMC,Joseph Carlson,2022-03-17T19:54:07Z,2022,unknown,missing,,older_year:2022,batch_23
552,nFUwYUk7jZc,"I'm Not Worried About The Recession, Here's Why",Joseph Carlson,2022-03-15T19:46:03Z,2022,unknown,missing,,older_year:2022,batch_23
553,uVoVQBUDaUA,Cathie Wood's ARK Does Not Represent Innovation,Joseph Carlson,2022-02-21T16:07:35Z,2022,unknown,missing,,older_year:2022,batch_23
554,x2Pu2qsR0Mw,The Facebook Disaster (Down -22%),Joseph Carlson,2022-02-02T22:40:56Z,2022,unknown,missing,,older_year:2022,batch_23
555,Yo8kQ5hcoUM,How To Make Money In A Downturn,Joseph Carlson,2022-01-26T23:24:20Z,2022,unknown,missing,,older_year:2022,batch_23
556,AXnUIBVhV5I,Tesla India NOT GOOD!,Chicken Genius Singapore,2022-01-14T14:00:05Z,2022,unknown,missing,,older_year:2022,batch_23
557,BRD-OHUx8F8,Tesla = IOS + Android,Chicken Genius Singapore,2022-01-03T14:00:04Z,2022,unknown,missing,,older_year:2022,batch_23
558,lMpl7gjTEIU,about Palantir Stock,Chicken Genius Singapore,2021-12-06T14:00:16Z,2021,unknown,missing,,older_year:2021,batch_23
559,ZOnS7g5YitI,Tesla stock is not a Growth stock anymore,Chicken Genius Singapore,2021-12-03T14:00:12Z,2021,unknown,missing,,older_year:2021,batch_23
560,z_GrZOKzgIA,5 Reasons for a Stock Market Crash | Diamond Hands 💎,Chicken Genius Singapore,2021-11-29T14:00:34Z,2021,unknown,missing,,older_year:2021,batch_23
561,ruqKY_Gj3-A,The Stock Market Is Deflating (Why It May Continue),Joseph Carlson,2021-12-20T22:44:46Z,2021,unknown,missing,,older_year:2021,batch_23
562,BhTYz_BAU4k,How I Invest During High Inflation,Joseph Carlson,2021-12-13T20:06:18Z,2021,unknown,missing,,older_year:2021,batch_23
563,Y93MeqvtVHg,The Fed Is Raising Rates - My Thoughts,Joseph Carlson,2021-12-15T22:12:52Z,2021,unknown,missing,,older_year:2021,batch_23
564,5WxBEa2SwXc,"Inflation Will Get Worse, Not Better, Here’s Why",Joseph Carlson,2021-11-17T19:38:04Z,2021,unknown,missing,,older_year:2021,batch_23
565,6VLJ8nyKxQU,Stock Market Crash soon?,Chicken Genius Singapore,2021-11-26T14:00:03Z,2021,unknown,missing,,older_year:2021,batch_23
566,JwEPbml0FSA,best stock strategy on the internet?,Chicken Genius Singapore,2021-11-19T14:00:13Z,2021,unknown,missing,,older_year:2021,batch_23
567,SHKWlKKYcCU,Congratulations Tesla Investors,Chicken Genius Singapore,2021-10-27T13:00:11Z,2021,unknown,missing,,older_year:2021,batch_23
568,6i0g2OW9wpQ,boring = stock price up | Tesla Q3,Chicken Genius Singapore,2021-10-21T14:22:54Z,2021,unknown,missing,,older_year:2021,batch_23
569,EvVaz9hG6SU,How to RETIRE on Tesla Stock,Chicken Genius Singapore,2021-10-08T13:00:06Z,2021,unknown,missing,,older_year:2021,batch_23
570,tNk2avp_O3o,best stock market strategy | follow exactly!,Chicken Genius Singapore,2021-09-24T13:00:24Z,2021,unknown,missing,,older_year:2021,batch_23
571,y9fZm4zAssc,HOW to catch a FALLING stock,Chicken Genius Singapore,2021-09-13T13:00:34Z,2021,unknown,missing,,older_year:2021,batch_23
572,i-xTiIhaDFc,Stages to buy and avoid in a stock / company,Chicken Genius Singapore,2021-09-03T13:00:37Z,2021,unknown,missing,,older_year:2021,batch_23
573,Eo9-M09Lj1I,I’m buying,Chicken Genius Singapore,2021-08-27T13:00:05Z,2021,unknown,missing,,older_year:2021,batch_23
574,s5SLFI_zPb8,stocks to BUY after awesome earnings,Chicken Genius Singapore,2021-08-13T13:00:21Z,2021,unknown,missing,,older_year:2021,batch_23
575,LhK2Rx9V7Bs,stocks to AVOID when stock market rotates | Cathie Wood | stocks to buy,Chicken Genius Singapore,2021-08-09T13:00:09Z,2021,unknown,missing,,older_year:2021,batch_23
576,BBtmrocysP8,Cathie Wood SELLS OUT | SEC steps in | China Stocks,Chicken Genius Singapore,2021-08-06T13:00:04Z,2021,unknown,missing,,older_year:2021,batch_24
577,N_EdMU80h-s,Tesla Q2 2021 earnings call | tsla stock,Chicken Genius Singapore,2021-07-27T13:00:09Z,2021,unknown,missing,,older_year:2021,batch_24
578,9yCe5DSUaP8,Which type of investor are you in the stock market?,Chicken Genius Singapore,2021-07-23T13:00:04Z,2021,unknown,missing,,older_year:2021,batch_24
579,dAQP3cPUNtA,crypto news -  tether will crash the entire market,Chicken Genius Singapore,2021-07-09T13:00:12Z,2021,unknown,missing,,older_year:2021,batch_24
580,uIyxrC-Bog4,When will Housing market CRASH start?,Chicken Genius Singapore,2021-07-02T13:00:22Z,2021,unknown,missing,,older_year:2021,batch_24
581,B5_aVEAeR8I,Last Q & A 😂,Chicken Genius Singapore,2021-12-24T23:35:04Z,2021,unknown,missing,,older_year:2021,batch_24
582,ga9E928NUe0,Wake up! 😆,Chicken Genius Singapore,2021-12-16T14:00:14Z,2021,unknown,missing,,older_year:2021,batch_24
583,tInTlMr2W9Q,Quit your job 🤣,Chicken Genius Singapore,2021-12-13T14:00:32Z,2021,unknown,missing,,older_year:2021,batch_24
584,_ZEakO-pAPg,Why crypto is crashing but DFI is up? Urgent conversation with Dr Julian Hosp,Chicken Genius Singapore,2021-12-04T14:22:03Z,2021,unknown,missing,,older_year:2021,batch_24
585,0RXiz25TbUk,weird saving money tips from millionaire,Chicken Genius Singapore,2021-11-22T14:04:49Z,2021,unknown,missing,,older_year:2021,batch_24
586,fpPR3XqnD8E,privilege vs entitlement,Chicken Genius Singapore,2021-11-12T14:00:31Z,2021,unknown,missing,,older_year:2021,batch_24
587,Laabi0uynlE,"I sold TSLA, here is my stupid explanation",Chicken Genius Singapore,2021-11-08T14:00:22Z,2021,unknown,missing,,older_year:2021,batch_24
588,nEMwhg5DGQw,Where to find money?,Chicken Genius Singapore,2021-11-05T13:10:21Z,2021,unknown,missing,,older_year:2021,batch_24
589,dlMgMNo8diY,this CHART worries me,Chicken Genius Singapore,2021-11-01T13:37:06Z,2021,unknown,missing,,older_year:2021,batch_24
590,ne8jylX7ANk,I was wrong - Ex FORD CEO,Chicken Genius Singapore,2021-10-29T13:00:36Z,2021,unknown,missing,,older_year:2021,batch_24
591,lqeUafAtIZk,Why I bought FTT token after using FTX,Chicken Genius Singapore,2021-10-25T13:00:20Z,2021,unknown,missing,,older_year:2021,batch_24
592,wLum4hE__aM,"Bitcoin going $500,000K but…",Chicken Genius Singapore,2021-10-18T13:00:37Z,2021,unknown,missing,,older_year:2021,batch_24
593,Et8T7YMDZ_Q,Tesla is essentially a busted growth story,Chicken Genius Singapore,2021-10-16T12:00:07Z,2021,unknown,missing,,older_year:2021,batch_24
594,J6N0TS42X-I,this TESLA chart,Chicken Genius Singapore,2021-10-11T13:00:09Z,2021,unknown,missing,,older_year:2021,batch_24
595,SaVuEXn9B7w,sorry binance,Chicken Genius Singapore,2021-10-04T13:00:13Z,2021,unknown,missing,,older_year:2021,batch_24
596,97N9kuftTBg,4 Life Lessons from Squid Game,Chicken Genius Singapore,2021-10-04T13:00:02Z,2021,unknown,missing,,older_year:2021,batch_24
597,L_htl4kzSOU,"How I ""force"" myself to achieve all my goals",Chicken Genius Singapore,2021-10-01T13:00:26Z,2021,unknown,missing,,older_year:2021,batch_24
598,h94_MJK5wFk,good bye + studio tour,Chicken Genius Singapore,2021-09-27T13:00:19Z,2021,unknown,missing,,older_year:2021,batch_24
599,kuMO9LZ8Js4,NO time NO money,Chicken Genius Singapore,2021-09-20T13:00:31Z,2021,unknown,missing,,older_year:2021,batch_24
600,n55yy_6bt8c,Most Hated Brand,Chicken Genius Singapore,2021-09-17T13:00:33Z,2021,unknown,missing,,older_year:2021,batch_24
601,HA9ENtV6Yr4,$3000 what THE actual....,Chicken Genius Singapore,2021-09-10T13:00:07Z,2021,unknown,missing,,older_year:2021,batch_25
602,lcdpvz9Vjbs,How to choose cheapest crypto exchange & store your crypto,Chicken Genius Singapore,2021-09-06T13:00:23Z,2021,unknown,missing,,older_year:2021,batch_25
603,xg0PvUlSuEc,Where do I put my money?,Chicken Genius Singapore,2021-08-23T13:00:19Z,2021,unknown,missing,,older_year:2021,batch_25
604,EMaRffrVk9U,Why Tesla was allowed in China & Germany?,Chicken Genius Singapore,2021-08-16T13:00:05Z,2021,unknown,missing,,older_year:2021,batch_25
605,7sidKqMiwqA,Why Debt free or Paying off debt is stupid,Chicken Genius Singapore,2021-07-30T13:00:09Z,2021,unknown,missing,,older_year:2021,batch_25
606,yZ47Z_TjcMA,"I bought $200,000 worth of crypto",Chicken Genius Singapore,2021-07-26T13:00:27Z,2021,unknown,missing,,older_year:2021,batch_25
607,BEs0Tb4pwLY,What If Tesla Fails at FSD and 4680 Cells,Chicken Genius Singapore,2021-07-16T13:00:04Z,2021,unknown,missing,,older_year:2021,batch_25
608,0T-Zk7nMfyI,Cathie Wood: Valuations coming down!,Chicken Genius Singapore,2021-07-05T13:00:01Z,2021,unknown,missing,,older_year:2021,batch_25
