target_rank,video_id,youtube_url,title,channel_title,published_at,year,current_transcript_status,priority_reason,browser_status,transcript_visible,transcript_recovered,recovery_notes
1,UuuAB2Sg2f0,https://www.youtube.com/watch?v=UuuAB2Sg2f0,"Growth Stocks Are Selling Off - I Just Spent $10,000 On This Stock",Joseph Carlson,2022-01-10T19:25:36Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|sell;queue_reason:older_year:2022,audited,yes,no,"Public transcript control was visible in the YouTube page UI on 2026-05-12; no transcript text copied because the recovery threshold was not reached."
264,R8IXFkVGUYU,https://www.youtube.com/watch?v=R8IXFkVGUYU,The 2023 Market Crash (Do This Now),Joseph Carlson,2022-10-21T22:15:54Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:market crash|crash;queue_reason:older_year:2022,pending,,,
265,x3iXj2t2-_I,https://www.youtube.com/watch?v=x3iXj2t2-_I,Top Ten Deep Value Stocks For 2024,Joseph Carlson,2023-12-18T22:36:32Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
266,09vgrTwyD9E,https://www.youtube.com/watch?v=09vgrTwyD9E,Top 5 Generative AI Stocks to Buy Now (Taking on NVDA Stock),Ticker Symbol: YOU,2023-09-30T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy|nvda;queue_reason:older_year:2023,pending,,,
267,_OlfH77OWAU,https://www.youtube.com/watch?v=_OlfH77OWAU,Why These Two Dividend Stocks Keep Beating The Market | Joseph Carlson Ep. 182,Joseph Carlson,2022-10-25T19:59:38Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2022,pending,,,
268,iakz52LMBi4,https://www.youtube.com/watch?v=iakz52LMBi4,IT'S OVER. Cathie Wood Just Destroyed ARK Invest Shareholders,Ticker Symbol: YOU,2023-10-05T16:03:42Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
269,FI8Ivw-sO58,https://www.youtube.com/watch?v=FI8Ivw-sO58,Apple Just Revealed Their Secret Weapon | Joseph Carlson Ep. 183,Joseph Carlson,2022-10-28T19:23:52Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:apple;queue_reason:older_year:2022,pending,,,
270,Jh4dZsFHPoc,https://www.youtube.com/watch?v=Jh4dZsFHPoc,I'm Investing In This HUGE AI Breakthrough (Get In Early),Ticker Symbol: YOU,2023-10-15T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
271,EJ0XqsClBeE,https://www.youtube.com/watch?v=EJ0XqsClBeE,Elon Musk Declares War With Apple | Joseph Carlson Ep. 290,Joseph Carlson,2022-11-28T23:17:03Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:apple;queue_reason:older_year:2022,pending,,,
272,XhLlRS2-BO8,https://www.youtube.com/watch?v=XhLlRS2-BO8,OpenAI & Microsoft's HUGE AI Announcements (Dev Day Supercut),Ticker Symbol: YOU,2023-11-06T23:28:17Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:microsoft;queue_reason:older_year:2023,pending,,,
273,gu960z6rNAI,https://www.youtube.com/watch?v=gu960z6rNAI,How I'm Preparing For The 2023 Recession | Joseph Carlson Ep. 291,Joseph Carlson,2022-12-01T22:03:42Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:recession;queue_reason:older_year:2022,pending,,,
274,Ah1ZiEfqheg,https://www.youtube.com/watch?v=Ah1ZiEfqheg,"E2: HUGE OpenAI News, Qualcomm Beats Apple M3, Nvidia's Next Chips & More",Ticker Symbol: YOU,2023-11-09T16:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia|apple;queue_reason:older_year:2023,pending,,,
275,QO03DbjBD5I,https://www.youtube.com/watch?v=QO03DbjBD5I,Microsoft Is In Trouble | Joseph Carlson Ep. 293,Joseph Carlson,2022-12-09T22:09:29Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:microsoft;queue_reason:older_year:2022,pending,,,
276,eFkCGTb7Z8E,https://www.youtube.com/watch?v=eFkCGTb7Z8E,Microsoft & Nvidia's HUGE AI Announcements (Ignite Supercut),Ticker Symbol: YOU,2023-11-16T04:54:12Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia|microsoft;queue_reason:older_year:2023,pending,,,
277,s6RtyxdMXEo,https://www.youtube.com/watch?v=s6RtyxdMXEo,The Truth Behind Stock Buybacks,Joseph Carlson,2022-12-19T22:43:23Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|buy;queue_reason:older_year:2022,pending,,,
278,nJQulJ_gBjo,https://www.youtube.com/watch?v=nJQulJ_gBjo,This Breakthrough AI Chip is BIG Trouble for Apple & Intel Stocks,Ticker Symbol: YOU,2023-11-19T16:16:28Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|apple;queue_reason:older_year:2023,pending,,,
279,DiKVtSzqRvs,https://www.youtube.com/watch?v=DiKVtSzqRvs,"E3: Nvidia Stock & Sanctions, China Chip Breakthrough & Taiwan Risks",Ticker Symbol: YOU,2023-12-04T16:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|nvidia;queue_reason:older_year:2023,pending,,,
280,BICuEALqBEA,https://www.youtube.com/watch?v=BICuEALqBEA,AMD'S HUGE AI Chip Announcements to Take Down Nvidia (Supercut),Ticker Symbol: YOU,2023-12-07T19:16:09Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia|amd;queue_reason:older_year:2023,pending,,,
281,58qhj_h_Ros,https://www.youtube.com/watch?v=58qhj_h_Ros,E5: Our Top 5 Stock Market & AI Predictions for 2024,Ticker Symbol: YOU,2023-12-31T16:53:24Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
282,Yo8kQ5hcoUM,https://www.youtube.com/watch?v=Yo8kQ5hcoUM,How To Make Money In A Downturn,Joseph Carlson,2022-01-26T23:24:20Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
283,De53MtKxF7Y,https://www.youtube.com/watch?v=De53MtKxF7Y,The End Of Crypto Begins Today,Sasha Yanshin,2022-07-06T16:52:08Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
284,JavygKq74sk,https://www.youtube.com/watch?v=JavygKq74sk,Charlie Munger Just DOUBLED His Alibaba Position!,New Money,2022-01-07T12:30:08Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
285,RXTGiw6Gvcw,https://www.youtube.com/watch?v=RXTGiw6Gvcw,Rivian R1T Spotted in SF 🌁👀,HyperChange,2022-02-03T16:51:22Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
286,ydpnrNvMQ6U,https://www.youtube.com/watch?v=ydpnrNvMQ6U,I Was Wrong,Joseph Carlson,2023-01-05T21:31:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
287,yYLEnM75y7k,https://www.youtube.com/watch?v=yYLEnM75y7k,Pay Attention,Sasha Yanshin,2023-01-24T18:43:50Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
288,f5j525KpdGc,https://www.youtube.com/watch?v=f5j525KpdGc,Michael Burry's Huge Inflation Warning for 2023,New Money,2023-01-20T15:45:03Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
289,LDR4M6l0bwo,https://www.youtube.com/watch?v=LDR4M6l0bwo,ChatGPT Prompts Itself - Should We Fear AutoGPT?,Ticker Symbol: YOU,2023-04-14T15:06:02Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;queue_reason:older_year:2023,pending,,,
290,uI3UFUkfv0A,https://www.youtube.com/watch?v=uI3UFUkfv0A,CHINA PREPARES FOR FAILURE!,ZipTrader,2023-06-28T23:39:49Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
291,VklMNsFidTU,https://www.youtube.com/watch?v=VklMNsFidTU,Who Owns OpenAI/ChatGPT? 🤔😅,HyperChange,2023-05-10T23:20:21Z,2023,missing,priority_year:2023;weak_coverage_creator:HyperChange;queue_reason:older_year:2023,pending,,,
292,x2Pu2qsR0Mw,https://www.youtube.com/watch?v=x2Pu2qsR0Mw,The Facebook Disaster (Down -22%),Joseph Carlson,2022-02-02T22:40:56Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
293,7_h72G5IcMo,https://www.youtube.com/watch?v=7_h72G5IcMo,"The Big Problem Hiding In  ""Good"" CPI Data",Sasha Yanshin,2022-08-10T15:09:14Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
294,nMXKc4bU-Yw,https://www.youtube.com/watch?v=nMXKc4bU-Yw,How to Get Your Finances Together in 2022.,New Money,2022-01-10T12:30:22Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
295,xl5oyDnUuGo,https://www.youtube.com/watch?v=xl5oyDnUuGo,"Chefs are artists, crypto will make them millionaires",HyperChange,2022-02-03T21:38:14Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
296,0fjxwzed8rM,https://www.youtube.com/watch?v=0fjxwzed8rM,How I Plan To Beat The Market | Joseph Carlson Ep. 299,Joseph Carlson,2023-01-10T17:39:21Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
297,B0bjRpLo1KU,https://www.youtube.com/watch?v=B0bjRpLo1KU,The US Economy Is Completely F*cked,Sasha Yanshin,2023-02-03T19:16:42Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
298,P-tL2O66gSs,https://www.youtube.com/watch?v=P-tL2O66gSs,The Fed's BIG Response to the U.S. Bank Collapses (Silicon Valley Bank Bailout),New Money,2023-03-14T15:00:27Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
299,1OZsmeunfcc,https://www.youtube.com/watch?v=1OZsmeunfcc,AI Just Killed YouTube - You Just Don't Know It Yet,Ticker Symbol: YOU,2023-05-11T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;queue_reason:older_year:2023,pending,,,
300,TstNwZuZnFM,https://www.youtube.com/watch?v=TstNwZuZnFM,GOING *ALL IN* THIS!,ZipTrader,2023-07-05T22:50:53Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
301,r2ThcnfAIAs,https://www.youtube.com/watch?v=r2ThcnfAIAs,Did Starlink Just Hit A $100B Valuation? 📡💸,HyperChange,2023-12-22T06:16:18Z,2023,missing,priority_year:2023;weak_coverage_creator:HyperChange;queue_reason:older_year:2023,pending,,,
302,63CBqmwIGl8,https://www.youtube.com/watch?v=63CBqmwIGl8,Stop Listening To Market Pessimists,Joseph Carlson,2022-02-07T22:05:25Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
303,Dr3hnwjJPHw,https://www.youtube.com/watch?v=Dr3hnwjJPHw,China's ENTIRE Economy Is About To Collapse - URGENT WARNING,Sasha Yanshin,2022-08-31T18:16:39Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
304,xAoBXI0VPcA,https://www.youtube.com/watch?v=xAoBXI0VPcA,Charlie Munger Warns of High Inflation Consequences,New Money,2022-02-19T12:45:06Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
305,5t0Py0OSE9M,https://www.youtube.com/watch?v=5t0Py0OSE9M,The Limiting Factor HyperChat 🎙️⚡,HyperChange,2022-02-15T16:29:37Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
306,mHVbwz6nLBE,https://www.youtube.com/watch?v=mHVbwz6nLBE,"Terry Smith Is ANGRY, Here’s Why | Joseph Carlson Ep. 300",Joseph Carlson,2023-01-13T21:58:36Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
307,17gd2zdzY0U,https://www.youtube.com/watch?v=17gd2zdzY0U,Binance Is Completely F*cked,Sasha Yanshin,2023-02-20T18:44:57Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
308,y5U4xKPhfaQ,https://www.youtube.com/watch?v=y5U4xKPhfaQ,The Painful Task of Resetting the U.S. Economy,New Money,2023-03-29T15:03:03Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
309,dwrelX76C2s,https://www.youtube.com/watch?v=dwrelX76C2s,This AI Killed ChatGPT - You Just Don't Know It Yet,Ticker Symbol: YOU,2023-05-25T15:16:11Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;queue_reason:older_year:2023,pending,,,
310,XzWdrCdrPAU,https://www.youtube.com/watch?v=XzWdrCdrPAU,MASSIVE SHOCK COMING!,ZipTrader,2023-07-09T22:40:26Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
311,zCP9qQcivK8,https://www.youtube.com/watch?v=zCP9qQcivK8,Rivian is working on an E-Bike 🚲💫,HyperChange,2023-12-27T02:16:08Z,2023,missing,priority_year:2023;weak_coverage_creator:HyperChange;queue_reason:older_year:2023,pending,,,
312,uVoVQBUDaUA,https://www.youtube.com/watch?v=uVoVQBUDaUA,Cathie Wood's ARK Does Not Represent Innovation,Joseph Carlson,2022-02-21T16:07:35Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
313,ZOuG6wbMYbE,https://www.youtube.com/watch?v=ZOuG6wbMYbE,The Global Energy Collapse Has Started,Sasha Yanshin,2022-09-05T15:25:59Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
314,vK-3aRTUYJo,https://www.youtube.com/watch?v=vK-3aRTUYJo,The Russia/Ukraine Oil Crisis Explained,New Money,2022-03-18T15:00:34Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
315,vef7MMGQHyg,https://www.youtube.com/watch?v=vef7MMGQHyg,HyperChange Graduation 🎓⚡,HyperChange,2022-03-03T03:50:07Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
316,kGsmPxGwcx0,https://www.youtube.com/watch?v=kGsmPxGwcx0,A Major Change Has Happened,Joseph Carlson,2023-01-19T20:39:48Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
317,TXxJz3kYIXM,https://www.youtube.com/watch?v=TXxJz3kYIXM,Your Money Is Probably Safe?,Sasha Yanshin,2023-03-13T17:43:48Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
318,so0HAE-Cg9w,https://www.youtube.com/watch?v=so0HAE-Cg9w,Jamie Dimon’s Warning of an Economic Hurricane,New Money,2023-04-14T16:00:42Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
319,PKfJmi83VjA,https://www.youtube.com/watch?v=PKfJmi83VjA,I WAS WRONG! Intel's Crazy Plan to Dominate AI Chips is Working,Ticker Symbol: YOU,2023-11-05T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;queue_reason:older_year:2023,pending,,,
320,-W0r2RbQRS0,https://www.youtube.com/watch?v=-W0r2RbQRS0,I CAN'T BELIEVE IT!,ZipTrader,2023-07-12T23:58:57Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
321,Vqq5m8e9Xk0,https://www.youtube.com/watch?v=Vqq5m8e9Xk0,The Amazing Business Strategy Of AMC,Joseph Carlson,2022-03-17T19:54:07Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
322,-z75wvYRbI0,https://www.youtube.com/watch?v=-z75wvYRbI0,Trading 212 Opens Again - Should You Sign Up?,Sasha Yanshin,2022-09-06T18:09:32Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
323,dzOaW9nKHWw,https://www.youtube.com/watch?v=dzOaW9nKHWw,Ray Dalio: The Changing World Order In 2022,New Money,2022-03-23T15:00:32Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
324,0LUBUZKzi1A,https://www.youtube.com/watch?v=0LUBUZKzi1A,CyberRodeo we made it!! 🤠,HyperChange,2022-04-07T22:31:50Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
325,4i7Nb1qHL7U,https://www.youtube.com/watch?v=4i7Nb1qHL7U,"Silicon Valley Bank Fallout Spreads, What Now",Joseph Carlson,2023-03-13T18:55:23Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
326,Hvj-7YW1nJA,https://www.youtube.com/watch?v=Hvj-7YW1nJA,The Bank Apocalypse Has Apparently Just Started,Sasha Yanshin,2023-03-17T18:49:16Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
327,MVQlfIoG178,https://www.youtube.com/watch?v=MVQlfIoG178,"Egregious CEO Salaries, Explained.",New Money,2023-05-03T15:59:13Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
328,fPVcorRpcgE,https://www.youtube.com/watch?v=fPVcorRpcgE,Why OpenAI REALLY Fired Sam Altman (and Who Really Wins),Ticker Symbol: YOU,2023-11-22T02:46:09Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;queue_reason:older_year:2023,pending,,,
329,uytorTSm6Ms,https://www.youtube.com/watch?v=uytorTSm6Ms,INSANITY INCOMING [time sensitive],ZipTrader,2023-07-31T00:51:37Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
330,EhYuFMTLoJM,https://www.youtube.com/watch?v=EhYuFMTLoJM,"Inflation Is Going Down, Here's Why",Joseph Carlson,2022-03-22T18:40:19Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
331,-PB4kf0NtpQ,https://www.youtube.com/watch?v=-PB4kf0NtpQ,10 Epic Side Hustles - How To Make Money Online,Sasha Yanshin,2022-09-16T17:44:11Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
332,b53QBOu_Tos,https://www.youtube.com/watch?v=b53QBOu_Tos,How Michael Burry Made His Money.,New Money,2022-03-28T15:00:19Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
333,xnpmzm9w8pg,https://www.youtube.com/watch?v=xnpmzm9w8pg,We're Launching A VC Fund (HyperGuap Atlantis) 💸,HyperChange,2022-05-02T20:39:08Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
334,YyFX5IgOz54,https://www.youtube.com/watch?v=YyFX5IgOz54,I Just Lost My Job (AI Changes Everything),Joseph Carlson,2023-03-27T21:27:02Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
335,d4bxq_v6JnI,https://www.youtube.com/watch?v=d4bxq_v6JnI,The Fed Just F*cked The US Economy,Sasha Yanshin,2023-03-24T16:10:33Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
336,92Ah0Paw-Nc,https://www.youtube.com/watch?v=92Ah0Paw-Nc,Warren Buffett: MAJOR Updates from the Berkshire Hathaway Shareholders Meeting 2023,New Money,2023-05-09T15:20:29Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
337,LRQWtoOYthc,https://www.youtube.com/watch?v=LRQWtoOYthc,SURGE INCOMING! [48 HOURS],ZipTrader,2023-08-07T01:11:07Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
338,a0W3FiftVyM,https://www.youtube.com/watch?v=a0W3FiftVyM,Here's Why Elon Bought Twitter,Joseph Carlson,2022-04-05T17:59:55Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
339,TQsDaI5fCR8,https://www.youtube.com/watch?v=TQsDaI5fCR8,They Have No F*cking Idea,Sasha Yanshin,2022-09-28T17:15:30Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
340,9Zw9T2OVabE,https://www.youtube.com/watch?v=9Zw9T2OVabE,The 5 Biggest Money Traps You'll Face in 2022,New Money,2022-04-03T15:00:03Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
341,D0qP3OEkaxw,https://www.youtube.com/watch?v=D0qP3OEkaxw,The Media's Elon Musk Click Machine 😈,HyperChange,2022-08-03T00:06:15Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
342,qPMMW2el3dY,https://www.youtube.com/watch?v=qPMMW2el3dY,Buffett: This Is Way Better Than Any Of Our Companies | Joseph Carlson Ep. 319,Joseph Carlson,2023-05-08T19:58:42Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
343,YcYkiDDQoXA,https://www.youtube.com/watch?v=YcYkiDDQoXA,The Ticking Time Bomb Of Commercial Real Estate,Sasha Yanshin,2023-03-28T14:55:34Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
344,_vyRpYPMxTo,https://www.youtube.com/watch?v=_vyRpYPMxTo,The U.S. Faces a Major Debt Problem,New Money,2023-05-31T15:00:26Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
345,P2--Ia2v2PQ,https://www.youtube.com/watch?v=P2--Ia2v2PQ,THIS IS TERRIFYING!,ZipTrader,2023-09-19T22:28:54Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
346,1saHpsZyD8c,https://www.youtube.com/watch?v=1saHpsZyD8c,The Content Bubble Just Popped,Joseph Carlson,2022-04-27T19:40:58Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
347,BphrGMgfTfM,https://www.youtube.com/watch?v=BphrGMgfTfM,The Dark Truth About The Porsche IPO,Sasha Yanshin,2022-09-29T13:30:34Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
348,Vj0uRgpU4Js,https://www.youtube.com/watch?v=Vj0uRgpU4Js,Elon Musk's Twitter Takeover Explained...,New Money,2022-04-23T16:00:27Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
349,MvfBMzolLbU,https://www.youtube.com/watch?v=MvfBMzolLbU,Aconcagua Pepper Review 🌶️,HyperChange,2022-12-03T02:31:47Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
350,h8p6iQ0f9pk,https://www.youtube.com/watch?v=h8p6iQ0f9pk,I've Made A Huge Mistake | Joseph Carlson Ep. 322,Joseph Carlson,2023-05-24T22:14:35Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
351,ytY4mT0qQ0k,https://www.youtube.com/watch?v=ytY4mT0qQ0k,Secret Message Revealed For The First Time EVER,Sasha Yanshin,2023-04-03T18:10:58Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
352,zg1sLvA45Fo,https://www.youtube.com/watch?v=zg1sLvA45Fo,This is Why You're Feeling Broke in 2023 (You're Not Alone!),New Money,2023-06-23T15:20:03Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
353,V-0ShTm14IA,https://www.youtube.com/watch?v=V-0ShTm14IA,"Why ""Middle Class"" Is Done",ZipTrader,2023-09-25T23:35:50Z,2023,missing,priority_year:2023;weak_coverage_creator:ZipTrader;queue_reason:older_year:2023,pending,,,
354,l_ZpQoWwX5E,https://www.youtube.com/watch?v=l_ZpQoWwX5E,"I Just Lost $50,000 (My Thoughts)",Joseph Carlson,2022-05-02T19:21:51Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2022,pending,,,
355,toBSU-XsITc,https://www.youtube.com/watch?v=toBSU-XsITc,Is Credit Suisse About To Collapse?,Sasha Yanshin,2022-10-03T18:01:32Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2022,pending,,,
356,t3ZfY61Tplk,https://www.youtube.com/watch?v=t3ZfY61Tplk,The Theme Park Duopoly That Can't Be Stopped,New Money,2022-05-22T16:00:24Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;queue_reason:older_year:2022,pending,,,
357,tFBDZSaEX_U,https://www.youtube.com/watch?v=tFBDZSaEX_U,Chocolate Habanero Pepper Review 🌶️🔥,HyperChange,2022-12-12T08:19:44Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;queue_reason:older_year:2022,pending,,,
358,84Cu6_rar-8,https://www.youtube.com/watch?v=84Cu6_rar-8,Big Tech Is Not Cheap Anymore | Ep. 326,Joseph Carlson,2023-06-16T18:04:49Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;queue_reason:older_year:2023,pending,,,
359,N3m2hJGlSJU,https://www.youtube.com/watch?v=N3m2hJGlSJU,The Fed Says The Economy Is F*cked,Sasha Yanshin,2023-04-13T15:33:43Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;queue_reason:older_year:2023,pending,,,
360,-2Rn4JeHKHs,https://www.youtube.com/watch?v=-2Rn4JeHKHs,Ray Dalio Explains How the U.S. Economic Crisis is Unfolding.,New Money,2023-07-02T14:00:00Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;queue_reason:older_year:2023,pending,,,
